ownerName,name,_id,Address,city,state,capacity,Registration Date,Registration Valid Upto,phoneNo,Status,
A.P.M.C.MALKAPUR,APMC MALKAPUR,6751143,"BELAD YARD ,MALKAPUR,",Buldana,MAHARASHTRA,1147,04-Jul-23,03-Jul-28,9960783901,Active,
AAI SHARDA LOGISTICS PRIVATE LIMITED,AAI SHARDA LOGISTICS PRIVATE LIMITED,6744759,"At Gut No. 68/2/B, 68/3/A, 67/1/B1, Village - Hol T Haveli,",Nandurbar,MAHARASHTRA,20000,24-Jun-23,23-Dec-27,9850070254,Active,
Abhimanyu Gujar,GANRAJ KRUPA WARE HOUSING COMPANY,6608319,"Opp,Karad Railway Good Shed, Karad Railway station, Oglewadi, Tal:- Karad Dist:- Satara",Satara,MAHARASHTRA,4000,29-Jul-22,28-Jul-27,9822245555,Active,
AGRICULTURAL PRODUCE MARKET COMMITTEE,KRUSHI UTTPANA BAZAR SAMITI TULJAPUR,6763296,"Latur road Market yard,",Osmanabad,MAHARASHTRA,1000,27-Jul-23,26-Jul-28,9975720584,Active,
Agricultural Produce Market Committee Baramati,Agricultural Produce Market Committee Baramati,6839526,"Indapur Road, Market Yard",Pune,MAHARASHTRA,1147,18-Jan-24,17-Jan-29,9860305093,Active,
Agricultural Produce Market Committee Barshi,Agricultural Produce Committee Barshi,6749162,"Tuljapur Road, Market yard",Solapur,MAHARASHTRA,1147,30-Jun-23,29-Jun-28,8888526933,Active,
Agricultural Produce Market Committee Kurduvadi,Agricultural Produce Market Committee Kurduwadi,6840060,"APMC Kurduwadi Market yard, Tembhurni Road",Solapur,MAHARASHTRA,1147,18-Jan-24,17-Jan-29,9284915656,Active,
Agricultural Produce Market Committee Manchar,Agricultural Produce Market Committee Manchar,6865174,"Market yard Manchar,",Pune,MAHARASHTRA,1147,19-Feb-24,18-Feb-29,9922861133,Active,
Agricultural Produce Market Committee Nandura Tq Nandura Dist Budhana,Agricultural Produce Market Committee Nandura,6748172,"TQ NANDURA, DIST BULDHANA",Buldana,MAHARASHTRA,1000,30-Jun-23,29-Jun-28,9022118473,Active,
"Agricultural Produce Market Committee, Balapur",APMC Balapur,6739981,"Sub Yard Wadegaon, Balapur Patur Road",Akola,MAHARASHTRA,1147,19-Jun-23,18-Jun-28,9370543764,Active,
Agriculture Produce Market Comm.,A.P.M.C. Digras Warehouse,6756092,"Digras APMC Market Yard, Shivaji Chowk",Yavatmal,MAHARASHTRA,1,14-Jul-23,13-Jul-28,9422167294,Active,
"agriculture produce market commitee,gondpimpri","APMC,gondpimpri",6717847,"apmc,gondpimpri,",Chandrapur,MAHARASHTRA,1147,19-May-23,18-May-28,8830079725,Active,
"agriculture produce market committee, bhrmpuri","APMC, bramhpuri",6706147,"APMC, bramhpuri,",Chandrapur,MAHARASHTRA,1147,31-Mar-23,30-Mar-28,8329884348,Active,
"agriculture produce market committee,amgaon","APMC ,Amgaon",6690127,"agriculture produce market committee,amgaon,",Gondiya,MAHARASHTRA,1147,28-Feb-23,27-Feb-28,9022500541,Active,
"agriculture produce market committee,goregaon","APMC,Goregaon",6687784,"agriculture produce market committee,goregaon,",Gondiya,MAHARASHTRA,1147,22-Feb-23,21-Feb-28,7507277558,Active,
"agriculture produce market committee,hinganghat.","Agriculture produce market committee, Hinganghat",6852305,"APMC, Hinganghat,",Wardha,MAHARASHTRA,1000,06-Feb-24,05-Feb-29,9860864627,Active,
"Agriculture produce market committee,parshiwani.",APMC Parshiwani,6825848,"agriculture market committee, parshiwani,",Nagpur,MAHARASHTRA,1147,26-Dec-23,25-Dec-28,8770467546,Active,
"agriculture produce market committee,sindewahi","agriculture produce market committee,sindewahi",6699482,"apmc,sub market yard ,navargaon,",Chandrapur,MAHARASHTRA,1147,27-Mar-23,26-Mar-28,9284858140,Active,
"agriculture,produce market commitee,chimur","APMC ,CHIMUR",6691745,"APMC ,CHIMUR,",Chandrapur,MAHARASHTRA,1147,03-Mar-23,02-Mar-28,9545310259,Active,
amogh agrotech,AMOGH AGROTECH,8651642,"1670 TASGAON MANERAJURI ROAD,",Sangli,MAHARASHTRA,1707,14-Aug-20,13-Aug-25,9923302846,Active,
ANDURA AGRO PRODUCER COMPANY LIMITED,ANDURA AGRO PRODUCER COMPANY LIMITED,6795157,"C-21,RUGVED,SUDHIR COLONY, NEAR HANUMAN MANDIR",Akola,MAHARASHTRA,750,27-Oct-23,26-Apr-25,9689350197,Active,
"APMC ,CHANDRAPUR","APMC,chandrapur",6691299,"APMC,datala road ,chandrapur,",Chandrapur,MAHARASHTRA,1147,01-Mar-23,28-Feb-28,9822711612,Active,
"APMC ,lakhani","APMC ,lakhani",6688238,"agriculture produce market commitee,lakhani,",Bhandara,MAHARASHTRA,1147,23-Feb-23,22-Feb-28,9404523726,Active,
"APMC ,pauni",APMC Pauni,6692289,"Bhaitalawa ward Pauni, Pauni",Bhandara,MAHARASHTRA,1000,06-Mar-23,05-Mar-28,9881569891,Active,
"APMC ,pombhurna","agriculture produce market committee,pombhurna",6689400,"apmc,pombhurna,aksapur road,pombhurna,",Chandrapur,MAHARASHTRA,1147,27-Feb-23,26-Feb-28,9579083332,Active,
"APMC ,SINDI",APMC SELOO,6693360,"SUKLI STATION ROAD,",Wardha,MAHARASHTRA,1000,07-Mar-23,06-Mar-28,9970356620,Active,
"APMC ,SINDI","APMC submarket, seloo",6827737,"sukli station road ,seloo,",Wardha,MAHARASHTRA,1000,26-Dec-23,25-Dec-28,9970356620,Active,
"APMC ,Tumsar","APMC ,tumsar",6691562,"agriculture produce market committee ,tumsar,",Bhandara,MAHARASHTRA,1147,03-Mar-23,02-Mar-28,7666759424,Active,
"APMC ,varora","apmc, varora",6694715,"apmc, sub market yard mandheli,",Chandrapur,MAHARASHTRA,1147,14-Mar-23,13-Mar-28,9764063688,Active,
APMC Armori,APMC Armori,6680318,"Agriculture market Committee,sub market yard kurkheda,",Gadchiroli,MAHARASHTRA,1147,06-Feb-23,05-Feb-28,9404817890,Active,
APMC BARSHITAKLI,A.p.m.c. barashitakli,6759872,"Apmc barshi takli mahan road near railway station barshi takli.,",Akola,MAHARASHTRA,1000,20-Jul-23,19-Jul-28,919766677,Active,
APMC Bhiwapur,APMC Bhiwapur,6699300,"at post bhiwapur ta bhiwapur, nakshi road",Nagpur,MAHARASHTRA,1000,27-Mar-23,26-Mar-28,9422220104,Active,
APMC korpana,APMC Korpana,6700652,"APMC korpana TQ.Korpana,",Chandrapur,MAHARASHTRA,1000,28-Mar-23,27-Mar-28,9890328102,Active,
APMC Lakhandur,"APMC,lakhandur",6689319,"APMC, lakhandur,",Bhandara,MAHARASHTRA,1147,27-Feb-23,26-Feb-28,9423761332,Active,
APMC LAsalgaon,APMC Lasalgaon,6713887,"Vinchur,",Nashik,MAHARASHTRA,1000,01-May-23,30-Apr-28,7387670813,Active,
APMC Malegaon,APMC Malegaon,6763742,"Main Market Yard Camp Road,",Nashik,MAHARASHTRA,1000,27-Jul-23,26-Jul-28,7385572105,Active,
APMC Pulgaon,APMC pulgaov sub market yard Devali,6694350,"Devali TQ.Devali,",Wardha,MAHARASHTRA,1000,14-Mar-23,13-Mar-28,9850412844,Active,
APMC SAVALI,"APMC, sawali",6705511,"APMC, sawali,",Chandrapur,MAHARASHTRA,1147,31-Mar-23,30-Mar-28,9422838111,Active,
APMC Shrigonda,APMC Shrigonda,6861215,"Market Yard Shrigonda, Duand-Jamkhed Road",Ahmadnagar,MAHARASHTRA,1000,14-Feb-24,13-Feb-29,7028839989,Active,
APMC Sironcha,"APMC, sironcha",6709836,"APMC ,sironcha,",Gadchiroli,MAHARASHTRA,1147,17-Apr-23,16-Apr-28,7588302009,Active,
APMC Umared,APMC Umared Warehouse,6681399,"AT Apmc Umared sub market yard champa nagpur umared road,",Nagpur,MAHARASHTRA,1146,11-Feb-23,10-Feb-28,9921304211,Active,
APMC Yeola,submarket Patoda ( APMC Yeola),6748800,"SUb Market yard, Yeola Road",Nashik,MAHARASHTRA,1170,30-Jun-23,29-Jun-28,9423478313,Active,
"APMC, aheri",APMC aheri,6701288,"APMC aheri,aheri,",Gadchiroli,MAHARASHTRA,1147,28-Mar-23,27-Mar-28,7499836960,Active,
"APMC, arjuni morgaon","APMC,arjuni morgaon",6704704,"APMC, arjuni morgaon,",Gondiya,MAHARASHTRA,1147,31-Mar-23,30-Mar-28,7066502088,Active,
"APMC, mandhal",APMC Mandhal,6816391,"agriculture produce markrt committee ,Mandhal,",Nagpur,MAHARASHTRA,1147,15-Dec-23,14-Dec-28,9370562355,Active,
"APMC,nagbhid","apmc,nagbhid",6701106,"apmc,nagbhid, apmc nagbhid,nagbhid",Chandrapur,MAHARASHTRA,1147,28-Mar-23,27-Mar-28,9422943283,Active,
arni,A.PM.C. Arni,6761670,"A.PM.C. Arni Tq. Arni.Dist.yawatmal,",Yavatmal,MAHARASHTRA,1147,25-Jul-23,24-Jul-28,9975049260,Active,
B T Kadlag Construction Private Limited,B T KADLAG CONSTRUCTION PVT LTD,6846901,"Godown No 1 and 2,, Gat no 558, Nanegao, Palse",Nashik,MAHARASHTRA,7598,29-Jan-24,28-Jan-29,9822199469,Active,
babhulgaon,AMPC BABHULGAON,6775357,"AT BABHULGAON DHAMANGAON RODE BABHULGAON, AT BABHULGAON DHAMANGAON RODE BABHULGAON",Yavatmal,MAHARASHTRA,1147,23-Aug-23,22-Aug-28,9403259988,Active,
BLACKSTONE LOGISTICS PRIVATE LIMITED,BLACKSTONE LOGISTICS PRIVATE LIMITED,6888846,"Akola Bypass, Temburna Phata Khamgoan,",Buldana,MAHARASHTRA,35000,18-Mar-24,17-Sep-28,8999015267,Active,
Central Warehousing Corporation,Central Warehouse Miraj Base Depot,2531646,"Manik Nagar Near Railway Colony, Miraj",Sangli,MAHARASHTRA,80000,18-Feb-21,17-Feb-26,9860603465,Active,
Central Warehousing Corporation,cw ambernath,3931646,"chincholi, ambernath",Thane,MAHARASHTRA,5000,24-Mar-21,23-Mar-26,9819171589,Active,
Central Warehousing Corporation,CWC MALIWADA (PEG),5791649,"GUT NO 97,",Aurangabad,MAHARASHTRA,25000,29-Jun-21,28-Jun-26,7066787833,Active,
Central Warehousing Corporation,"CW,AKOLA-II",6797229,"MOHTA MILL COMPLEX, BEHIND APMC MARKET",Akola,MAHARASHTRA,27400,30-Oct-23,29-Oct-28,9021136571,Active,
Central Warehousing Corporation,CW Nanded ( Santosh Warehouse),5491647,"Block No 178, Bhaygaon Road, Tuppa Nanded",Nanded,MAHARASHTRA,24522,07-Jun-21,06-Jun-26,9960420107,Inactive,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,CW CHIKALTHANA,4091667,"PLOT NO 91 MIDC AREA, CHIKALTHANA",Aurangabad,MAHARASHTRA,5600,30-Mar-21,29-Mar-26,9175505584,Active,
Central Warehousing Corporation,Kolhapur-II,4131649,"A-3,MIDC,Gokulshirgaon,Kolhapur,",Kolhapur,MAHARASHTRA,20000,31-Mar-21,30-Mar-26,7767089708,Active,
Central Warehousing Corporation,CENTRAL WAREHOUSE GONIDA-1,3011645,"PLOT NO B-28-29, NEAR SINDHI HIGH SCHOOL, SAWARA TOLY, MURRI ROAD",Gondiya,MAHARASHTRA,11550,02-Mar-21,01-Mar-26,9822901852,Active,
Central Warehousing Corporation,"CW, Puntamba (Shree Sai Samarth Agro compound)",5771650,"changdeonagar, puntamba",Ahmadnagar,MAHARASHTRA,9100,28-Jun-21,27-Jun-26,9022111011,Suspended,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,CW NANDED (PRASHANT & SHUBHAM COMPLEX),5411644,"BHAYEGAON ROAD, TUPPA, NANDED",Nanded,MAHARASHTRA,12426,03-Jun-21,02-Jun-26,9960420107,Inactive,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,CW Miraj (G),6789481,"P-8 , Block C , MIDC Area Miraj, District Sangli",Sangli,MAHARASHTRA,10000,11-Oct-23,10-Jan-28,8668717995,Active,
Central Warehousing Corporation,CWC BADNERA (PEG),5591643,"GAT NO 34,",Amravati,MAHARASHTRA,25000,18-Jun-21,17-Jun-26,9422181599,Active,
Central Warehousing Corporation,"CENTRAL WAREHOUSE- WARDHAMAN NAGAR, NAGPUR",6828008,"CENTRAL WAREHOUSE- WARDHAMAN NAGAR, NAGPUR,",Nagpur,MAHARASHTRA,17850,27-Dec-23,26-Dec-28,7506733095,Active,
Central Warehousing Corporation,"CENTRAL WAREHOUSE, SANGLI",6826564,"3RD LANE, MARKET YARD, SANGLI",Sangli,MAHARASHTRA,16060,26-Dec-23,25-Dec-28,9921508544,Active,
Central Warehousing Corporation,Central Warehouse Amravati,6869853,"Krishna Nagar Post Office, New Cotton Market Road,Amravati",Amravati,MAHARASHTRA,28920,22-Feb-24,21-Feb-29,9158249847,Active,
Central Warehousing Corporation,CW AKOLA-I,3431640,"DESHMUKH FILE IN FRONT OF APMC MARKET AKOLA, AKOLA",Akola,MAHARASHTRA,17420,12-Mar-21,11-Mar-26,9021136571,Active,
Central Warehousing Corporation,CENTRAL WAREHOUSE NASHIK ROAD,4131668,"CENTRAL WAREHOUSE NASHIK ROAD, DEOLALI GAON, OPP.URDU SCHOOL, NASIK ROAD -422101,",Nashik,MAHARASHTRA,20182,31-Mar-21,30-Mar-26,8888051609,Active,
Central Warehousing Corporation,Central Warehouse Gondia 2,3591665,"B 28 29, Midc Mundipar",Gondiya,MAHARASHTRA,15000,17-Mar-21,16-Mar-26,7709192567,Inactive,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,"Central Warehouse, Vashi",2751640,"Near APMC/Turbhe Railway station, vashi",Thane,MAHARASHTRA,97406,24-Feb-21,23-Feb-26,9819204148,Active,
Central Warehousing Corporation,Central Warehousing Corporation Central Warehouse CFS Ambad,6871834,"Plot No C-901, MIDC Industrial Area Ambad, Nasik,",Nashik,MAHARASHTRA,15825,26-Feb-24,25-Feb-29,8888051609,Active,
Central Warehousing Corporation,CENTRAL WAREHOUSING CORPORATION WASHIM (PEG),5611640,"C/o :- RABIA LOGISTICS PVT LTD, DAGAD UMRA FATA WASHIM-PUSAD ROAD",Washim,MAHARASHTRA,30000,18-Jun-21,17-Jun-26,8999015267,Inactive,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,"CW, Puntamba",5791660,"changdeonagar, puntamba",Ahmadnagar,MAHARASHTRA,4200,29-Jun-21,28-Jun-26,9022111011,Inactive,EFFECTIVE CONTROL EXPIRED
Central Warehousing Corporation,CENTRAL WAREHOUSE YAVATMAL,6825665,"DHAMANGAON ROAD, NEAR OCTROI CHECK POST",Yavatmal,MAHARASHTRA,23714,26-Dec-23,25-Dec-28,9372309019,Active,
CNX CORPORATION LIMITED,Rohini agrotech,9851645,"gate no 19, Hisssa no 31/2 B, opposite shah lulla mahanager",Sangli,MAHARASHTRA,1600,24-Dec-20,23-Dec-25,9820159995,Active,
Dattu Temkar,Shivsai Warehouse,6785075,"Gat no. 69 Chorwa Ghalgaon Vaijapur Gangapur Road,",Aurangabad,MAHARASHTRA,1947,25-Sep-23,24-Sep-28,9834989882,Active,
Dayashankar Jaiswal,Jaiswal Agri Trading,6833313,"Survey No-240/1,",Nagpur,MAHARASHTRA,2375,09-Jan-24,08-Jul-28,7620500174,Active,
ERGOS BUSINESS SOLUTIONS PRIVATE LIMITED,Dattatray Appasaheb Patil Warehouse,6719736,"Village & Post Wakla, Taluka Vaijapur",Aurangabad,MAHARASHTRA,962,24-May-23,23-May-28,7033212281,Active,
ERGOS BUSINESS SOLUTIONS PRIVATE LIMITED,Reena Tushar Agarwal Warehouse,6697056,"Godown No.-2, Gat No. 175, Opposite-Gaigaon Fhata, Lasura Parisar, Shegaon Khamgaon Road At Post Shegaon",Buldana,MAHARASHTRA,1000,20-Mar-23,19-Mar-28,7033212281,Active,
ERGOS BUSINESS SOLUTIONS PRIVATE LIMITED,Harikishan Daulatram Wadhawani Warehouse,6689046,"Gat No. 120, At Post Shindi Harali, on NH 548CC, Taluka- Chikhli, Dist. Buldana",Buldana,MAHARASHTRA,788,27-Feb-23,26-May-27,7033212281,Active,
GO GREEN WAREHOUSES PVT LTD,"GOGREEN WAREHOUSES PVT LTD, RAJPUSHP WAREHOUSE",3531667,"KHASHRA NO 137, AT - JAINPUR, TA - SHIROL",Kolhapur,MAHARASHTRA,3336,13-Nov-19,12-Nov-24,7043004722,Inactive,EXPIRED INSURANCE
Janhavi Promoters Private Limited,MRS.KHATIJA NURUDDIN LALANI,9531654,"GODOWN NO 7, GUT NO 15, BABHULGAON, OSMAN NAGAR ROAD,",Nanded,MAHARASHTRA,1001,01-Dec-20,30-Nov-25,9460060009,Inactive,EFFECTIVE CONTROL EXPIRED
Janhavi Promoters Private Limited,Unity Warehouse,6661953,"Unity Warehouse, Gat No 519,, Kimtha Upalavi Road,Upalavi: 416",Sangli,MAHARASHTRA,3180,12-Dec-22,11-Dec-27,9602107772,Inactive,EFFECTIVE CONTROL EXPIRED
Janhavi Promoters Private Limited,GARG LOGISTICS,9531645,"71/2, GUT NUMBER 199,, BABHULGAON ROAD KUMBHARI",Akola,MAHARASHTRA,6295,01-Dec-20,30-Nov-25,7014452423,Inactive,EFFECTIVE CONTROL EXPIRED
JAY SARDAR KRUSHI VIKAS FARMERS PRODUCER COMPANY LIMITED,Jay Sardar Krushi Vikas Farmers Producer Co. Ltd.,8691649,"Gat No. 54, Bhortek, Motala",Buldana,MAHARASHTRA,750,17-Aug-20,16-May-25,8805588054,Active,
Khemanand Dudh and Krishi Producer Company Ltd,Khemanand Dudh and Krishi Producer Company Ltd,6830707,"297/2,, SHIRDI BYPASS ROAD",Ahmadnagar,MAHARASHTRA,2000,01-Jan-24,31-Dec-28,8275829999,Active,
Krishi Vatpan Bajar Samiti Sinner,Submarket Wavi,6761852,"At. Post-Wavi, Sinner Road",Nashik,MAHARASHTRA,1000,25-Jul-23,24-Jul-28,9766191234,Active,
KRUSHI UTPANNA BAZAR SAMITI MOTALA,KRUSHI UTPANNA BAZAR SAMITI MOTALA,6786156,"At.Po.Motala Ta.Motala Dist.Buldana, At.Po.Motala",Buldana,MAHARASHTRA,1147,26-Sep-23,25-Sep-28,9421473297,Active,
LTC Commercial Company Private Limited,LTC Commercial Company Private Limited C/o Sau Archana Naresh Bhutada & Sau Sarikar Dinesh Bhutada,1002757,"Godown No. 1 & 2, Gut No. 24, Vadali Satwai, Hiwarkhed Road, Akot,",Akola,MAHARASHTRA,4892,04-Aug-22,20-Nov-27,8003593441,Active,
LTC Commercial Company Private Limited,LTC Commercial Company Private Limited C/o Basant Agro Tech (India) Limited,1002732,"Godown No. 1 & 2, Survey No. 82, Shivni, Shivapur,",Akola,MAHARASHTRA,2910,30-Nov-22,29-Nov-27,8003593441,Active,
M/S Renuka Oil Industries,Renuka Oil Industries,6832596,"Gat No-34/1 At Village Dabha,",Amravati,MAHARASHTRA,25000,05-Jan-24,04-Jan-29,9422323663,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Daryapur",6721625,"Mauze-Banosa, Near ITI, Daryapur,",Amravati,MAHARASHTRA,6000,26-May-23,25-May-28,8805017485,Active,
Maharashtra State Warehousing Corporation,Maharashtra State Warehousing Corporation Chandrapur-Padoli,6699573,"Plot No G-142 Ghuggus Road, Near Police Station Chandrapur Padoli",Chandrapur,MAHARASHTRA,26965,27-Mar-23,26-Sep-24,9158001334,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Risod",6580054,"APMC, Market Yard, Risod,",Washim,MAHARASHTRA,2000,26-May-22,25-May-27,9881751896,Active,
Maharashtra State Warehousing Corporation,Panvel (Multi Story),6586804,"Maharashtra State Warehousing Corporation, Survey No. 437, Plot No. 465, Raigad Bazar, APMC Market Yard, Panvel",Raigarh,MAHARASHTRA,8100,30-May-22,29-May-27,8149199752,Active,
Maharashtra State Warehousing Corporation,GANGAKHED,6589147,"PLOT NO.B-2, MIDC AREA,, GANGAKHED",Parbhani,MAHARASHTRA,7200,01-Jun-22,31-May-27,9850611382,Active,
Maharashtra State Warehousing Corporation,NANDGAON,6583744,"APMC MARKET YARD, NANDGAON",Nashik,MAHARASHTRA,1800,29-May-22,28-May-27,8408882562,Active,
Maharashtra State Warehousing Corporation,Maharashtra state warehousing corporation Butiboritibori,6583561,"Maharashtra state warehousing corporation, PLot No.26A, Indorama Road, Butibori",Nagpur,MAHARASHTRA,4800,29-May-22,28-May-27,9021086489,Active,
Maharashtra State Warehousing Corporation,MSWC Warora,3851664,"Maharashtra State warehousing Corporation Warora, Near Saraf Factory,Warora ,Dist-Chandrapur Pin-442907",Chandrapur,MAHARASHTRA,9880,25-Nov-19,24-Nov-24,9405943202,Active,
Maharashtra State Warehousing Corporation,"MAHARASHTRA STATE WAREHOUSING CORPORATION, MURUM",6586085,"APMC Market Yard, MURUM",Osmanabad,MAHARASHTRA,3600,30-May-22,29-May-27,9860239132,Active,
Maharashtra State Warehousing Corporation,Karad,6582753,"Market yard get no 6, Karve Naka karad",Satara,MAHARASHTRA,13450,29-May-22,28-May-27,9823741407,Active,
Maharashtra State Warehousing Corporation,Tirthpuri,6576813,"MSWC, Tirthpuri, Taluka Ghansangavi,, Jalna -431209",Jalna,MAHARASHTRA,1580,23-May-22,22-May-27,7588957049,Active,
Maharashtra State Warehousing Corporation,MSWC SATARA JALGAON JAMB,6574743,"JAMB-JALGAON ROAD,, JALGAON",Satara,MAHARASHTRA,13860,13-May-22,12-May-27,9158014488,Active,
Maharashtra State Warehousing Corporation,MSWC Aurangabad Jadhavwadi,6587075,"MSWC, APMC market yard, Mondha Naka, Jadhavwadi, Jalgaon road, Aurangabad 431003",Aurangabad,MAHARASHTRA,15280,30-May-22,29-May-27,9158001327,Active,
Maharashtra State Warehousing Corporation,Tumsar,6579601,"APMC, Market Yard, Tumsar",Bhandara,MAHARASHTRA,7956,26-May-22,25-May-27,9158679823,Active,
Maharashtra State Warehousing Corporation,City Godown Jalna,6585814,"Near Government godown, Near Bus Stand, Raut Nagar, Jalna -431203",Jalna,MAHARASHTRA,8850,30-May-22,29-May-27,8788294872,Active,
Maharashtra State Warehousing Corporation,KALWAN,6578256,"Market Yard, Kalwan, KALWAN",Nashik,MAHARASHTRA,3500,24-May-22,23-May-27,8408882562,Active,
Maharashtra State Warehousing Corporation,UMARAGA,6585186,"EKONDI ROAD,, MARKET YARD",Osmanabad,MAHARASHTRA,3377,30-May-22,29-May-27,9423326150,Active,
Maharashtra State Warehousing Corporation,LASALGAON,6582035,"MARKET YARD, KOTAMGAON ROAD",Nashik,MAHARASHTRA,4000,28-May-22,27-May-27,8408882562,Active,
Maharashtra State Warehousing Corporation,KURUDWADI TADAWALE,6571509,"AT Post TADAWALE Kurduwadi, TAL.MHADA",Solapur,MAHARASHTRA,12144,28-Apr-22,27-Apr-27,9766224408,Active,
Maharashtra State Warehousing Corporation,MSWC BARAMATI,6577712,"MIDC ,BARAMATI,",Pune,MAHARASHTRA,15819,24-May-22,23-May-27,9158001058,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Umarkhed",6581136,"Mahagaon Road, Umarkhed,",Yavatmal,MAHARASHTRA,8280,26-May-22,25-May-27,7507550099,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Malegaon (Washim)",6635940,"APMC, Near Rest House, Malegaon (Washim),",Washim,MAHARASHTRA,2850,26-Sep-22,25-Sep-27,9970171187,Active,
Maharashtra State Warehousing Corporation,MSWC brahmapuri,6581490,"Near S T Stand,Brhamapuri,",Chandrapur,MAHARASHTRA,8600,28-May-22,27-May-27,9689241384,Active,
Maharashtra State Warehousing Corporation,MSWC Ahmednagar City,6591754,"WAKODI RAOD, BHAWANI NAGAR, MARKET YARD, AHMEDNAGAR,",Ahmadnagar,MAHARASHTRA,5400,07-Jun-22,06-Jun-27,9822347088,Active,
Maharashtra State Warehousing Corporation,MSWC PANDHARPUR,6579064,"KORTI ROAD, IN FRONT OF KRUSHI OFFICE",Solapur,MAHARASHTRA,16424,25-May-22,24-May-27,9158001342,Active,
Maharashtra State Warehousing Corporation,"MAHARASHTRA STATE WAREHOUSING CORPORATION, OSMANABAD",6591937,"Marketyard, Near Tuljapur Naka, Osmanabad",Osmanabad,MAHARASHTRA,3600,07-Jun-22,06-Jun-27,8208543965,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Sindkhed Raja",6577985,"APMC, Market Yard, Sindkhed Raja,",Buldana,MAHARASHTRA,4550,24-May-22,23-May-27,9373032431,Active,
Maharashtra State Warehousing Corporation,DONDAICHA APMC,6583298,"APMC MARKET YARD, SHINKHEDA ROAD DONDAICHA APMC",Dhule,MAHARASHTRA,4760,29-May-22,28-May-27,8408882562,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Warud",6575641,"Nagpur Road, Roshankhed Phata,",Amravati,MAHARASHTRA,7650,19-May-22,18-May-27,8149641881,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Wadi Hingana",6634869,"Plot No. 32 Near firth India ,, MIDC Area, Wadi Hingana",Nagpur,MAHARASHTRA,23535,23-Sep-22,22-Sep-27,9405476644,Active,
Maharashtra State Warehousing Corporation,"MAHARASHTRA STATE WAREHOUSING CORPORATION, PURNA",6746820,"NANDED-ROAD, PURNA",Parbhani,MAHARASHTRA,7510,27-Jun-23,26-Jun-28,9850030618,Active,
Maharashtra State Warehousing Corporation,MSWC Indapur,6586622,"Marketyard APMC, Near hotel Khan Chacha",Pune,MAHARASHTRA,3600,30-May-22,29-May-27,9881697171,Active,
Maharashtra State Warehousing Corporation,MSWC Barshi,6586176,"MARKET YARD ROAD,",Solapur,MAHARASHTRA,7280,30-May-22,29-May-27,8104565909,Active,
Maharashtra State Warehousing Corporation,"MAHARASHTRA STATE WAREHOUSING CORPORATION, HINGOLI-MIDC",6575468,"Plot C11, MIDC Area,, Hingoli",Hingoli,MAHARASHTRA,10450,19-May-22,18-May-27,9764669778,Active,
Maharashtra State Warehousing Corporation,MSWC SHIRURANATPAL,6588511,"APMC Market Yard,, SHIRUR ANANTPAL",Latur,MAHARASHTRA,3000,01-Jun-22,31-May-27,7741828291,Active,
Maharashtra State Warehousing Corporation,BODWAD,6594543,"APMC MARKET, MUKATINAGAR ROAD BODWAD",Jalgaon,MAHARASHTRA,2000,13-Jun-22,12-Jun-27,8408882562,Active,
Maharashtra State Warehousing Corporation,Palghar,6583835,"Maharashtra State Warehousing Corporation, Nandore Naka, Near APMC, Manor Road",Thane,MAHARASHTRA,5000,29-May-22,28-May-27,9029023752,Active,
Maharashtra State Warehousing Corporation,MSWC Paithan - B,6783187,"MSWC, B-97, MIDC Area, Tal.Paithan, Dist. Aurangabad.,",Aurangabad,MAHARASHTRA,1580,20-Sep-23,19-Sep-28,9307712395,Active,
Maharashtra State Warehousing Corporation,LONAND,6596258,"LONAND SATARA ROAD, KAPAD GAON, LONAND",Satara,MAHARASHTRA,20197,20-Jun-22,19-Jun-27,9158001332,Active,
Maharashtra State Warehousing Corporation,MSWC KEDGAON A.NAGAR,6574651,"PUNE BYPASS ROAD, KEDGAON",Ahmadnagar,MAHARASHTRA,16950,13-May-22,12-May-27,9850030702,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation, Wani (Yavatmal)",6635858,"Chandrapur Road, Wani (Yavatmal),",Yavatmal,MAHARASHTRA,8550,26-Sep-22,25-Sep-27,9673527124,Active,
Maharashtra State Warehousing Corporation,"Maharashtra State Warehousing Corporation , Hinganghat",6667448,"Nagpur Hydrabad Highway, Hinganghat",Wardha,MAHARASHTRA,6780,27-Dec-22,26-Dec-27,9423619102,Active,
